token	specif
Gauranganath	-0.6249512334692651
传中	-0.6249512334692651
绿松石	-0.6249512334692651
托克马克	-0.6249512334692651
砂金	-0.6249512334692651
珠崖	-0.6249512334692651
Publication	-0.6249512334692651
之冕	-0.6249512334692651
苏州	-0.6249512334692651
坎大哈	-0.6249512334692651
狭义	-0.6249512334692651
宣慰	-0.6249512334692651
柴达木盆地	-0.6249512334692651
香草	-0.6249512334692651
绸缎	-0.6249512334692651
龙涸	-0.6249512334692651
战火纷飞	-0.6249512334692651
11.1	-0.6249512334692651
刻	-0.6249512334692651
秦	-0.6249512334692651
故称	-0.6249512334692651
清真寺	-0.6249512334692651
两浙	-0.6249512334692651
宋金	-0.6249512334692651
吉林大学	-0.6249512334692651
混同	-0.6249512334692651
正仓院	-0.6249512334692651
罗	-0.6249512334692651
交流史	-0.6249512334692651
2920	-0.6249512334692651
动乱	-0.6249512334692651
断然	-0.6249512334692651
关卡	-0.6249512334692651
驴	-0.6249512334692651
吴国	-0.6249512334692651
110	-0.6249512334692651
畹	-0.6249512334692651
时分	-0.6249512334692651
人面	-0.6249512334692651
西通	-0.6249512334692651
44	-0.6249512334692651
167	-0.6249512334692651
87	-0.6249512334692651
船行	-0.6249512334692651
长时间	-0.6249512334692651
茧壳	-0.6249512334692651
树上	-0.6249512334692651
118	-0.6249512334692651
工艺	-0.6249512334692651
外流	-0.6249512334692651
166	-0.6249512334692651
lycium	-0.6249512334692651
时合	-0.6249512334692651
纤细	-0.6249512334692651
I	-0.6249512334692651
港之争	-0.6249512334692651
河姆渡	-0.6249512334692651
Trogus	-0.6249512334692651
曰	-0.6249512334692651
而后	-0.6249512334692651
历史学家	-0.6249512334692651
3901	-0.6249512334692651
乘象	-0.6249512334692651
出土文物	-0.6249512334692651
炫耀	-0.6249512334692651
被迫	-0.6249512334692651
松油	-0.6249512334692651
大唐	-0.6249512334692651
古国	-0.6249512334692651
季风	-0.6249512334692651
本文	-0.6249512334692651
丝带	-0.6249512334692651
将军	-0.6249512334692651
浙江	-0.6249512334692651
Epitome	-0.6249512334692651
品种	-0.6249512334692651
皇道	-0.6249512334692651
珍物	-0.6249512334692651
原	-0.6249512334692651
①	-0.6249512334692651
吐蕃	-0.6249512334692651
废弃	-0.6249512334692651
高超	-0.6249512334692651
遣	-0.6249512334692651
World	-0.6249512334692651
38	-0.6249512334692651
币	-0.6249512334692651
人之地	-0.6249512334692651
阿拉伯半岛	-0.6249512334692651
伊犁河	-0.6249512334692651
考古学家	-0.6249512334692651
据说	-0.6249512334692651
回国	-0.6249512334692651
多月	-0.6249512334692651
益州	-0.6249512334692651
小亚细亚	-0.6249512334692651
作黎轩	-0.6249512334692651
通称	-0.6249512334692651
往	-0.6249512334692651
高度发达	-0.6249512334692651
Narain	-0.6249512334692651
蜀布	-0.6249512334692651
海岸	-0.6249512334692651
1070	-0.6249512334692651
产自	-0.6249512334692651
刻有	-0.6249512334692651
⑤	-0.6249512334692651
起着	-0.6249512334692651
很多	-0.5871936667290503
很快	-0.5327618311154484
迁徙	-0.5327618311154484
点	-0.5327618311154484
美丽	-0.5327618311154484
古希腊	-0.5327618311154484
发掘	-0.5327618311154484
220	-0.5327618311154484
明代	-0.5327618311154484
率	-0.5327618311154484
70	-0.5327618311154484
经济繁荣	-0.5327618311154484
26	-0.5327618311154484
清晰	-0.5327618311154484
基本上	-0.5327618311154484
消费	-0.5327618311154484
担任	-0.5327618311154484
奉献	-0.5327618311154484
哈拉	-0.5327618311154484
河北	-0.5327618311154484
运到	-0.5327618311154484
碰撞	-0.5327618311154484
整理	-0.5327618311154484
西藏	-0.5327618311154484
骆驼	-0.5327618311154484
新纪元	-0.5327618311154484
二者	-0.5327618311154484
历时	-0.5327618311154484
一点	-0.5327618311154484
难以	-0.5327618311154484
前	-0.4989356687595186
居住	-0.49526714463378935
海路	-0.49526714463378935
大陆	-0.49526714463378935
旅行	-0.49526714463378935
接触	-0.49526714463378935
带	-0.49526714463378935
受	-0.49526714463378935
仍	-0.49526714463378935
扩建	-0.49526714463378935
发达	-0.49526714463378935
名城	-0.49526714463378935
越	-0.49526714463378935
安	-0.47466943048136045
陆路	-0.47466943048136045
几乎	-0.47466943048136045
意大利	-0.47466943048136045
还是	-0.44651918522231604
因	-0.44651918522231604
地理	-0.4418462890383451
·	-0.4364105918146933
民族	-0.43562454875072215
至	-0.43211695369584185
就是	-0.3661802110345168
这样	-0.337991027443674
之后	-0.33543426767815143
经营	-0.33543426767815143
众多	-0.33543426767815143
马	-0.33269585348439396
通往	-0.33269585348439396
不少	-0.33269585348439396
较	-0.329726122844264
22	-0.329726122844264
先后	-0.329726122844264
前往	-0.3264480293569713
然后	-0.3264480293569713
路上	-0.3264480293569713
表明	-0.3264480293569713
从事	-0.3264480293569713
应	-0.3264480293569713
史上	-0.32272920814020745
黄金	-0.32272920814020745
49	-0.32272920814020745
特点	-0.32272920814020745
对此	-0.32272920814020745
建有	-0.32272920814020745
便	-0.32272920814020745
简称	-0.32272920814020745
相继	-0.32272920814020745
船舶	-0.31830552339038376
大部分	-0.31830552339038376
笔墨	-0.31830552339038376
吸收	-0.31830552339038376
式	-0.31830552339038376
有利	-0.31830552339038376
欧洲人	-0.31830552339038376
第七	-0.31830552339038376
多样	-0.31830552339038376
过渡	-0.31830552339038376
可达	-0.31830552339038376
多重	-0.31830552339038376
交汇处	-0.31830552339038376
清单	-0.31830552339038376
大片	-0.31830552339038376
视为	-0.31830552339038376
发行	-0.31830552339038376
器物	-0.31830552339038376
长达	-0.31830552339038376
排列	-0.31830552339038376
出行	-0.31830552339038376
云	-0.31830552339038376
呈现出	-0.31830552339038376
闻名	-0.31830552339038376
引起	-0.31830552339038376
历程	-0.31830552339038376
销往	-0.31830552339038376
欧亚非	-0.31830552339038376
描述	-0.31830552339038376
变迁	-0.31830552339038376
精心	-0.31830552339038376
通行	-0.31830552339038376
十年	-0.31830552339038376
中约	-0.31830552339038376
立即	-0.31830552339038376
波罗	-0.31830552339038376
中途	-0.31830552339038376
三年	-0.31830552339038376
热点	-0.31830552339038376
一百年	-0.31830552339038376
显而易见	-0.31830552339038376
不仅仅	-0.31830552339038376
漫长	-0.31830552339038376
密切关系	-0.31830552339038376
程度	-0.31830552339038376
一个月	-0.31830552339038376
此类	-0.31830552339038376
等级	-0.31830552339038376
破坏	-0.31830552339038376
转运	-0.31830552339038376
补给	-0.31830552339038376
亚欧大陆	-0.31830552339038376
2012	-0.31830552339038376
那里	-0.31830552339038376
住	-0.31830552339038376
2008	-0.31830552339038376
种种	-0.31830552339038376
横贯	-0.31830552339038376
准确	-0.31830552339038376
馈赠	-0.31830552339038376
难	-0.31830552339038376
住宅	-0.31830552339038376
明	-0.31830552339038376
加以	-0.31830552339038376
状况	-0.31830552339038376
处在	-0.31830552339038376
领土	-0.31830552339038376
人体	-0.31830552339038376
实物	-0.31830552339038376
绘	-0.31830552339038376
特产	-0.31830552339038376
形变	-0.3124728223392617
惊讶	-0.3124728223392617
卒	-0.3124728223392617
丝帛	-0.3124728223392617
东海岸	-0.3124728223392617
命其为	-0.3124728223392617
引申	-0.3124728223392617
贾贩	-0.3124728223392617
数	-0.3124728223392617
侨胝	-0.3124728223392617
Mortimer	-0.3124728223392617
Clarendon	-0.3124728223392617
1985	-0.3124728223392617
3170	-0.3124728223392617
附会	-0.3124728223392617
直	-0.3124728223392617
托勒密	-0.3124728223392617
Kamboj	-0.3124728223392617
唐宋时	-0.3124728223392617
水晶	-0.3124728223392617
污水	-0.3124728223392617
长袍	-0.3124728223392617
读音	-0.3124728223392617
巴蜀	-0.3124728223392617
中山	-0.3124728223392617
作坊	-0.3124728223392617
高山	-0.3124728223392617
万余匹	-0.3124728223392617
所著	-0.3124728223392617
宋廷	-0.3124728223392617
名堂	-0.3124728223392617
山西省	-0.3124728223392617
遣门	-0.3124728223392617
传授给	-0.3124728223392617
春秋	-0.3124728223392617
踏出来	-0.3124728223392617
立刻	-0.3124728223392617
Parsidai	-0.3124728223392617
临允	-0.3124728223392617
托克玛	-0.3124728223392617
虚饰	-0.3124728223392617
郡发	-0.3124728223392617
私印	-0.3124728223392617
七	-0.3124728223392617
慑	-0.3124728223392617
幅	-0.3124728223392617
乌孙国	-0.3124728223392617
目睹	-0.3124728223392617
五月	-0.3124728223392617
拘禁	-0.3124728223392617
北邻	-0.3124728223392617
秦国	-0.3124728223392617
小异	-0.3124728223392617
新知	-0.3124728223392617
从皮	-0.3124728223392617
独木舟	-0.3124728223392617
中多	-0.3124728223392617
ROADS	-0.3124728223392617
北边	-0.3124728223392617
节目	-0.3124728223392617
开元寺	-0.3124728223392617
博斯普鲁斯海峡	-0.3124728223392617
北京出版社	-0.3124728223392617
腊跋	-0.3124728223392617
中央集权	-0.3124728223392617
七万	-0.3124728223392617
截杀	-0.3124728223392617
天圣	-0.3124728223392617
反击	-0.3124728223392617
发挖	-0.3124728223392617
1087	-0.3124728223392617
唐武德	-0.3124728223392617
毾	-0.3124728223392617
很长	-0.3124728223392617
蛮舶	-0.3124728223392617
箫条	-0.3124728223392617
转销	-0.3124728223392617
耐饿	-0.3124728223392617
四贤	-0.3124728223392617
皓白	-0.3124728223392617
3888	-0.3124728223392617
宠物	-0.3124728223392617
坊	-0.3124728223392617
Kushana	-0.3124728223392617
凉州	-0.3124728223392617
成吉思汗	-0.3124728223392617
唇音	-0.3124728223392617
宾所能	-0.3124728223392617
有钱人	-0.3124728223392617
湄公河	-0.3124728223392617
王治去	-0.3124728223392617
筏	-0.3124728223392617
始	-0.3124728223392617
陷入	-0.3124728223392617
班勇	-0.3124728223392617
所记	-0.3124728223392617
瓷	-0.3124728223392617
Testament	-0.3124728223392617
日多	-0.3124728223392617
简写	-0.3124728223392617
西西里	-0.3124728223392617
城邑	-0.3124728223392617
山泽	-0.3124728223392617
不难想像	-0.3124728223392617
彼方	-0.3124728223392617
纺车	-0.3124728223392617
打下	-0.3124728223392617
辖	-0.3124728223392617
物资	-0.3124728223392617
Chap	-0.3124728223392617
一篮	-0.3124728223392617
coinpics	-0.3124728223392617
此论	-0.3124728223392617
有神	-0.3124728223392617
此国	-0.3124728223392617
考辨	-0.3124728223392617
态度	-0.3124728223392617
Death	-0.3124728223392617
为名	-0.3124728223392617
事件	-0.3124728223392617
第一类	-0.3124728223392617
纳入	-0.3124728223392617
或曰	-0.3124728223392617
吴兴县	-0.3124728223392617
前向	-0.3124728223392617
南郡	-0.3124728223392617
3164	-0.3124728223392617
少数	-0.3124728223392617
1127	-0.3124728223392617
移	-0.3124728223392617
戒	-0.3124728223392617
专制	-0.3124728223392617
轻柔	-0.3124728223392617
富足	-0.3124728223392617
阻碍	-0.3124728223392617
322	-0.3124728223392617
单峰骆驼	-0.3124728223392617
渡	-0.3124728223392617
春初	-0.3124728223392617
棉花布	-0.3124728223392617
州府	-0.3124728223392617
滘	-0.3124728223392617
异物	-0.3124728223392617
阔户效	-0.3124728223392617
此志	-0.3124728223392617
火罗人	-0.3124728223392617
见到	-0.3124728223392617
称谓	-0.3124728223392617
known	-0.3124728223392617
稽	-0.3124728223392617
89	-0.3124728223392617
酒类	-0.3124728223392617
辽阔	-0.3124728223392617
342	-0.3124728223392617
并行	-0.3124728223392617
Seidenstrassen	-0.3124728223392617
弊政	-0.3124728223392617
强权	-0.3124728223392617
路途	-0.3124728223392617
显露出来	-0.3124728223392617
何来	-0.3124728223392617
多少年来	-0.3124728223392617
有根有据	-0.3124728223392617
花塔	-0.3124728223392617
时代风貌	-0.3124728223392617
扩城	-0.3124728223392617
府库	-0.3124728223392617
增减	-0.3124728223392617
走通	-0.3124728223392617
邓竹	-0.3124728223392617
htm	-0.3124728223392617
染上	-0.3124728223392617
半透明	-0.3124728223392617
失	-0.3124728223392617
进而	-0.3124728223392617
碑铭	-0.3124728223392617
南州	-0.3124728223392617
坠者	-0.3124728223392617
可知	-0.3124728223392617
平底船	-0.3124728223392617
席	-0.3124728223392617
布罗	-0.3124728223392617
分子	-0.3124728223392617
于阗道	-0.3124728223392617
有金	-0.3124728223392617
杂志	-0.3124728223392617
转相	-0.3124728223392617
战争	-0.3124728223392617
诸果	-0.3124728223392617
乌孙派	-0.3124728223392617
lapis	-0.3124728223392617
开端	-0.3124728223392617
乞	-0.3124728223392617
军事力量	-0.3124728223392617
战船	-0.3124728223392617
人称	-0.3124728223392617
发觉	-0.3124728223392617
结果表明	-0.3124728223392617
204	-0.3124728223392617
转告	-0.3124728223392617
有据	-0.3124728223392617
犀牛	-0.3124728223392617
近距离	-0.3124728223392617
秦朝	-0.3124728223392617
庭州	-0.3124728223392617
航程	-0.3124728223392617
接纳	-0.3124728223392617
桥船	-0.3124728223392617
十余日	-0.3124728223392617
Lanka	-0.3124728223392617
数百里	-0.3124728223392617
已贵	-0.3124728223392617
配偶	-0.3124728223392617
玆	-0.3124728223392617
年代学	-0.3124728223392617
搜查	-0.3124728223392617
521	-0.3124728223392617
唐开元	-0.3124728223392617
自然力	-0.3124728223392617
387	-0.3124728223392617
十	-0.3124728223392617
金矿	-0.3124728223392617
西夏	-0.3124728223392617
发育	-0.3124728223392617
附于	-0.3124728223392617
当事人	-0.3124728223392617
懸度	-0.3124728223392617
群臣	-0.3124728223392617
哲学家	-0.3124728223392617
刘从效	-0.3124728223392617
来朝	-0.3124728223392617
Alexandria	-0.3124728223392617
单列	-0.3124728223392617
布哈拉	-0.3124728223392617
自古	-0.3124728223392617
触摸	-0.3124728223392617
危	-0.3124728223392617
等同于	-0.3124728223392617
仅存	-0.3124728223392617
每当	-0.3124728223392617
光亮	-0.3124728223392617
山居	-0.3124728223392617
刘彻	-0.3124728223392617
中国社会科学出版社	-0.3124728223392617
红花	-0.3124728223392617
四千八百	-0.3124728223392617
260	-0.3124728223392617
Greece	-0.3124728223392617
加反	-0.3124728223392617
859	-0.3124728223392617
由明州	-0.3124728223392617
舱壁	-0.3124728223392617
绳索	-0.3124728223392617
但此	-0.3124728223392617
腐朽	-0.3124728223392617
库木吐	-0.3124728223392617
泉舶	-0.3124728223392617
散岛	-0.3124728223392617
拓土	-0.3124728223392617
取高	-0.3124728223392617
Spalyrios	-0.3124728223392617
西北侧	-0.3124728223392617
南迁	-0.3124728223392617
站立	-0.3124728223392617
figured	-0.3124728223392617
明初	-0.3124728223392617
台湾海峡	-0.3124728223392617
宾贵霜	-0.3124728223392617
211	-0.3124728223392617
卢没国	-0.3124728223392617
物质交流	-0.3124728223392617
筑野市	-0.3124728223392617
3886	-0.3124728223392617
突变	-0.3124728223392617
设有	-0.3124728223392617
银色	-0.3124728223392617
后克利	-0.3124728223392617
之丹	-0.3124728223392617
历久不衰	-0.3124728223392617
达百	-0.3124728223392617
前面	-0.3124728223392617
武丁	-0.3124728223392617
巴克特	-0.3124728223392617
纵览	-0.3124728223392617
圣地	-0.3124728223392617
东下	-0.3124728223392617
广常	-0.3124728223392617
连同	-0.3124728223392617
契西翁	-0.3124728223392617
艺文志	-0.3124728223392617
Scythians	-0.3124728223392617
王作宝	-0.3124728223392617
达大秦	-0.3124728223392617
三类	-0.3124728223392617
揣测	-0.3124728223392617
知之甚少	-0.3124728223392617
蚕神	-0.3124728223392617
Calcutta1912	-0.3124728223392617
长史	-0.3124728223392617
转眼	-0.3124728223392617
力不从心	-0.3124728223392617
墓旁	-0.3124728223392617
匈	-0.3124728223392617
科斯岛	-0.3124728223392617
一加	-0.3124728223392617
序幕	-0.3124728223392617
已具	-0.3124728223392617
位者	-0.3124728223392617
复次	-0.3124728223392617
女工	-0.3124728223392617
今拘弥	-0.3124728223392617
罕萨	-0.3124728223392617
人给家足	-0.3124728223392617
椟	-0.3124728223392617
九日山	-0.3124728223392617
巡	-0.3124728223392617
列举	-0.3124728223392617
罕有	-0.3124728223392617
进发	-0.3124728223392617
耐旱	-0.3124728223392617
允许	-0.3124728223392617
褐绿斑	-0.3124728223392617
单向	-0.3124728223392617
章帝	-0.3124728223392617
周至	-0.3124728223392617
盛装	-0.3124728223392617
侧重	-0.3124728223392617
齐及	-0.3124728223392617
身躯	-0.3124728223392617
为证	-0.3124728223392617
黄铜	-0.3124728223392617
古时候	-0.3124728223392617
拉马迪	-0.3124728223392617
Demetrios	-0.3124728223392617
一侧	-0.3124728223392617
~	-0.3124728223392617
俱	-0.3124728223392617
可归为	-0.3124728223392617
九真	-0.3124728223392617
蚕纹	-0.3124728223392617
攻	-0.3124728223392617
非遇	-0.3124728223392617
军于	-0.3124728223392617
探险	-0.3124728223392617
激波	-0.3124728223392617
沙州	-0.3124728223392617
神山	-0.3124728223392617
消失	-0.3124728223392617
嫘祖	-0.3124728223392617
123	-0.3124728223392617
一人	-0.3124728223392617
逐站	-0.3124728223392617
tr	-0.3124728223392617
贫	-0.3124728223392617
Gate	-0.3124728223392617
迁	-0.3124728223392617
汉时	-0.3124728223392617
阿里卡	-0.3124728223392617
人俱来	-0.3124728223392617
挖	-0.3124728223392617
南面	-0.3124728223392617
吻合	-0.3124728223392617
苏萨	-0.3124728223392617
外力	-0.3124728223392617
有元	-0.3124728223392617
劳役	-0.3124728223392617
如东	-0.3124728223392617
帛	-0.3124728223392617
湖	-0.3124728223392617
露积	-0.3124728223392617
旋	-0.3124728223392617
1580	-0.3124728223392617
Laodiceia	-0.3124728223392617
偷偷	-0.3124728223392617
凡	-0.3124728223392617
畏	-0.3124728223392617
极	-0.3124728223392617
周回	-0.3124728223392617
1853	-0.3124728223392617
不足以	-0.3124728223392617
重九	-0.3124728223392617
赵德	-0.3124728223392617
私营	-0.3124728223392617
织物	-0.3124728223392617
升降	-0.3124728223392617
蚕虫	-0.3124728223392617
开元	-0.3124728223392617
剌	-0.3124728223392617
上升	-0.3124728223392617
地质学家	-0.3124728223392617
树林	-0.3124728223392617
丘陵	-0.3124728223392617
估计	-0.3124728223392617
胡犬	-0.3124728223392617
最短	-0.3124728223392617
不正	-0.3124728223392617
稽市	-0.3124728223392617
缝制	-0.3124728223392617
有大秦	-0.3124728223392617
总志	-0.3124728223392617
Amorgiam	-0.3124728223392617
傅毅	-0.3124728223392617
托斯	-0.3124728223392617
华林寺	-0.3124728223392617
Tarn	-0.3124728223392617
唐船	-0.3124728223392617
班	-0.3124728223392617
价廉物美	-0.3124728223392617
1995	-0.3124728223392617
为始	-0.3124728223392617
光泽	-0.3124728223392617
含有	-0.3124728223392617
斯帕	-0.3124728223392617
理想	-0.3124728223392617
四月	-0.3124728223392617
第三类	-0.3124728223392617
所称	-0.3124728223392617
往东	-0.3124728223392617
接着	-0.3124728223392617
永建	-0.3124728223392617
212	-0.3124728223392617
武帝	-0.3124728223392617
野	-0.3124728223392617
而定	-0.3124728223392617
人物形象	-0.3124728223392617
沙埋	-0.3124728223392617
达成协议	-0.3124728223392617
1176	-0.3124728223392617
臣分	-0.3124728223392617
淄博	-0.3124728223392617
万平方公里	-0.3124728223392617
希	-0.3124728223392617
出兵	-0.3124728223392617
船内出	-0.3124728223392617
蚁集	-0.3124728223392617
他率	-0.3124728223392617
右端	-0.3124728223392617
汉军	-0.3124728223392617
艳	-0.3124728223392617
塔利班	-0.3124728223392617
多有汉	-0.3124728223392617
五县	-0.3124728223392617
光孝寺	-0.3124728223392617
拍摄	-0.3124728223392617
其人	-0.3124728223392617
物产丰富	-0.3124728223392617
游船	-0.3124728223392617
制	-0.3124728223392617
来语	-0.3124728223392617
431	-0.3124728223392617
汉和帝	-0.3124728223392617
org	-0.3124728223392617
海西	-0.3124728223392617
万震	-0.3124728223392617
野兽	-0.3124728223392617
未尝	-0.3124728223392617
食物	-0.3124728223392617
依	-0.3124728223392617
神爵	-0.3124728223392617
供	-0.3124728223392617
盛	-0.3124728223392617
玉之路	-0.3124728223392617
六个月	-0.3124728223392617
宋为始	-0.3124728223392617
赵国	-0.3124728223392617
推定	-0.3124728223392617
所写	-0.3124728223392617
非明帝	-0.3124728223392617
三面	-0.3124728223392617
喜	-0.3124728223392617
Kushans	-0.3124728223392617
turquoise	-0.3124728223392617
阿斯特拉罕	-0.3124728223392617
长江下游	-0.3124728223392617
人巷	-0.3124728223392617
answers	-0.3124728223392617
从属关系	-0.3124728223392617
条称	-0.3124728223392617
侧	-0.3124728223392617
该地	-0.3124728223392617
半停	-0.3124728223392617
僭	-0.3124728223392617
众所周知	-0.3124728223392617
nard	-0.3124728223392617
彩绘	-0.3124728223392617
三种	-0.3124728223392617
四海	-0.3124728223392617
Res	-0.3124728223392617
元佑	-0.3124728223392617
奴伎	-0.3124728223392617
甘州	-0.3124728223392617
八十八	-0.3124728223392617
牲畜	-0.3124728223392617
吴兴	-0.3124728223392617
一时	-0.3124728223392617
倾向	-0.3124728223392617
鱼米之乡	-0.3124728223392617
穆天子	-0.3124728223392617
植物	-0.3124728223392617
积	-0.3124728223392617
爱争	-0.3124728223392617
#	-0.3124728223392617
必先	-0.3124728223392617
游记	-0.3124728223392617
克什米尔	-0.3124728223392617
东濒	-0.3124728223392617
合一	-0.3124728223392617
虔诚	-0.3124728223392617
镌	-0.3124728223392617
自西来	-0.3124728223392617
饮食	-0.3124728223392617
竹杖	-0.3124728223392617
bu	-0.3124728223392617
萨麻拉	-0.3124728223392617
印度半岛	-0.3124728223392617
同代人	-0.3124728223392617
达摩	-0.3124728223392617
幼虫	-0.3124728223392617
称号	-0.3124728223392617
出于	-0.3124728223392617
并列	-0.3124728223392617
大受打击	-0.3124728223392617
他顾	-0.3124728223392617
朔方	-0.3124728223392617
可定	-0.3124728223392617
res	-0.3124728223392617
malabathrum	-0.3124728223392617
宾复	-0.3124728223392617
海商	-0.3124728223392617
拆解	-0.3124728223392617
化	-0.3124728223392617
相反	-0.3124728223392617
自以	-0.3124728223392617
1872	-0.3124728223392617
由西向东	-0.3124728223392617
人力	-0.3124728223392617
海丝主港	-0.3124728223392617
绞尽脑汁	-0.3124728223392617
臣固	-0.3124728223392617
达姆	-0.3124728223392617
Age	-0.3124728223392617
就读	-0.3124728223392617
湖纺	-0.3124728223392617
宾当	-0.3124728223392617
一切都在	-0.3124728223392617
关隘	-0.3124728223392617
独立国家	-0.3124728223392617
石山	-0.3124728223392617
二者之间	-0.3124728223392617
土著	-0.3124728223392617
馆	-0.3124728223392617
软禁	-0.3124728223392617
故行	-0.3124728223392617
sweet	-0.3124728223392617
州治	-0.3124728223392617
航抵	-0.3124728223392617
合谋	-0.3124728223392617
便捷性	-0.3124728223392617
低地	-0.3124728223392617
73	-0.3124728223392617
晋人	-0.3124728223392617
婆国	-0.3124728223392617
E	-0.3124728223392617
3885	-0.3124728223392617
皮宗	-0.3124728223392617
自来	-0.3124728223392617
indi	-0.3124728223392617
专题研究	-0.3124728223392617
再有	-0.3124728223392617
Barbarikon	-0.3124728223392617
封泰山	-0.3124728223392617
Century	-0.3124728223392617
蜀物	-0.3124728223392617
但终	-0.3124728223392617
事实	-0.3124728223392617
特性	-0.3124728223392617
外奴	-0.3124728223392617
KY	-0.3124728223392617
旁	-0.3124728223392617
主人	-0.3124728223392617
成年人	-0.3124728223392617
处立	-0.3124728223392617
委蒲寿庚	-0.3124728223392617
献丝	-0.3124728223392617
自从	-0.3124728223392617
胸	-0.3124728223392617
吴地	-0.3124728223392617
契普腊姆	-0.3124728223392617
底格里斯河	-0.3124728223392617
神秘	-0.3124728223392617
北与子合	-0.3124728223392617
搜刮	-0.3124728223392617
Barbaricum	-0.3124728223392617
shell	-0.3124728223392617
前要	-0.3124728223392617
1225	-0.3124728223392617
方向性	-0.3124728223392617
步入	-0.3124728223392617
臣服	-0.3124728223392617
举止	-0.3124728223392617
平坦	-0.3124728223392617
成俗	-0.3124728223392617
八百	-0.3124728223392617
筋	-0.3124728223392617
暂定	-0.3124728223392617
大字	-0.3124728223392617
巴特农	-0.3124728223392617
相当程度	-0.3124728223392617
水晶石	-0.3124728223392617
甘愿	-0.3124728223392617
兼并	-0.3124728223392617
Palava	-0.3124728223392617
也就是说	-0.3124728223392617
悉有	-0.3124728223392617
改明	-0.3124728223392617
光孝	-0.3124728223392617
并流	-0.3124728223392617
即便	-0.3124728223392617
PL	-0.3124728223392617
Nationale	-0.3124728223392617
临安	-0.3124728223392617
曲折	-0.3124728223392617
半通	-0.3124728223392617
虽未	-0.3124728223392617
高凉	-0.3124728223392617
织	-0.3124728223392617
攻克	-0.3124728223392617
相提并论	-0.3124728223392617
办理	-0.3124728223392617
帆船	-0.3124728223392617
Carradice	-0.3124728223392617
大帝	-0.3124728223392617
内患	-0.3124728223392617
错位	-0.3124728223392617
政权	-0.3124728223392617
祭拜	-0.3124728223392617
不利	-0.3124728223392617
湛离	-0.3124728223392617
备其	-0.3124728223392617
推知	-0.3124728223392617
策动	-0.3124728223392617
饲叶	-0.3124728223392617
近年	-0.3124728223392617
水陆交通	-0.3124728223392617
乘机	-0.3124728223392617
颜师古	-0.3124728223392617
而弱	-0.3124728223392617
译名	-0.3124728223392617
并出	-0.3124728223392617
阶层	-0.3124728223392617
由此而来	-0.3124728223392617
贵霜开	-0.3124728223392617
长距离	-0.3124728223392617
屯奇	-0.3124728223392617
自东	-0.3124728223392617
梨	-0.3124728223392617
相承	-0.3124728223392617
象林	-0.3124728223392617
kushan	-0.3124728223392617
一亿	-0.3124728223392617
十字军	-0.3124728223392617
章帝章	-0.3124728223392617
九百	-0.3124728223392617
Sacae	-0.3124728223392617
泉州市	-0.3124728223392617
惨败	-0.3124728223392617
杀辱汉	-0.3124728223392617
西胡考	-0.3124728223392617
克里克	-0.3124728223392617
近邻	-0.3124728223392617
运载工具	-0.3124728223392617
清初	-0.3124728223392617
反	-0.3124728223392617
不算	-0.3124728223392617
边上	-0.3124728223392617
交战	-0.3124728223392617
林	-0.3124728223392617
唐时	-0.3124728223392617
法令	-0.3124728223392617
没人敢	-0.3124728223392617
人之口	-0.3124728223392617
不变	-0.3124728223392617
七里	-0.3124728223392617
as	-0.3124728223392617
雕成	-0.3124728223392617
所制	-0.3124728223392617
非常高兴	-0.3124728223392617
以佛	-0.3124728223392617
九个	-0.3124728223392617
皮	-0.3124728223392617
配给	-0.3124728223392617
作兵	-0.3124728223392617
东邻	-0.3124728223392617
略取	-0.3124728223392617
生产成本	-0.3124728223392617
毛毡	-0.3124728223392617
绿斑	-0.3124728223392617
哥特	-0.3124728223392617
原产	-0.3124728223392617
以贵霜	-0.3124728223392617
经高昌	-0.3124728223392617
及时	-0.3124728223392617
铁和钢	-0.3124728223392617
绝域	-0.3124728223392617
Aurel	-0.3124728223392617
足以	-0.3124728223392617
凤翔	-0.3124728223392617
婀娜多姿	-0.3124728223392617
至会稽	-0.3124728223392617
木材	-0.3124728223392617
驱动	-0.3124728223392617
横越	-0.3124728223392617
绝佳	-0.3124728223392617
麦积山	-0.3124728223392617
Translated	-0.3124728223392617
各线路	-0.3124728223392617
Bombay	-0.3124728223392617
注释	-0.3124728223392617
巴拉巴	-0.3124728223392617
必要条件	-0.3124728223392617
炳灵	-0.3124728223392617
希罗多德	-0.3124728223392617
τ	-0.3124728223392617
染色	-0.3124728223392617
古汉语	-0.3124728223392617
眼花缭乱	-0.3124728223392617
靛蓝色	-0.3124728223392617
归类	-0.3124728223392617
康居兵	-0.3124728223392617
威德	-0.3124728223392617
2912	-0.3124728223392617
虽不附	-0.3124728223392617
发起	-0.3124728223392617
苍梧	-0.3124728223392617
京师	-0.3124728223392617
隐藏	-0.3124728223392617
就断	-0.3124728223392617
把玩	-0.3124728223392617
养蚕织	-0.3124728223392617
世系	-0.3124728223392617
重礼	-0.3124728223392617
知悉	-0.3124728223392617
无失	-0.3124728223392617
弃别	-0.3124728223392617
仕尾岭	-0.3124728223392617
九	-0.3124728223392617
西亚地区	-0.3124728223392617
未说明	-0.3124728223392617
大体	-0.3124728223392617
地下	-0.3124728223392617
喇	-0.3124728223392617
刺绣	-0.3124728223392617
四周	-0.3124728223392617
